cell	bio_celltype
cell_3294	L5 NP CTX
cell_1320	L6b CTX
cell_3915	Vip
cell_1295	Sst
cell_3987	Lamp5
cell_4625	Lamp5
cell_7363	Sst
cell_1410	Sst
cell_5155	Lamp5
cell_4735	Sst
cell_1451	Sst
cell_6071	Lamp5
cell_5061	Lamp5
cell_7653	Sst
cell_3874	Sst
cell_2509	Lamp5
cell_6187	Sst
cell_5513	L5 NP CTX
cell_723	Sst
cell_6097	Sst
cell_4613	L2/3 IT CTX-1
cell_3706	Sst
cell_5670	Vip
cell_5452	Sst
cell_5281	Sst
cell_4218	Sst
cell_56	Sst
cell_2169	Sst
cell_6531	Sst
cell_6181	Sst
cell_655	Sst
cell_868	Sst
cell_4748	Sst
cell_6720	Sst
cell_4630	Sst
cell_2061	Sst
cell_4323	L5 NP CTX
cell_6513	L6b CTX
cell_6288	Sst
cell_6096	Sst
cell_243	Sst
cell_6353	L6b CTX
cell_4449	Sst
cell_697	Sst
cell_89	Lamp5
cell_6153	Sst
cell_5113	Sst
cell_5696	L2/3 IT CTX-1
cell_2123	Sst
cell_4768	Sst
cell_4252	Sst
cell_3462	Lamp5
cell_2510	Lamp5
cell_3574	Sst
cell_6456	Sst
cell_4035	Sst
cell_5698	Sst
cell_5488	Sst
cell_4596	Sst
cell_6193	Sst
cell_6251	Sst
cell_6490	Sst
cell_4752	Sst
cell_5804	Sst
cell_5793	Sst
cell_6496	Sst
cell_2253	Sst
cell_1906	Lamp5
cell_5057	Lamp5
cell_2224	Sst
cell_2208	Vip
cell_2282	Vip
cell_212	Sst
cell_4782	Sst
cell_1495	Sst
cell_5444	Sst
cell_2443	Sst
cell_6529	L6 IT CTX
cell_634	Sst
cell_4270	Sst
cell_6422	Lamp5
cell_818	Sst
cell_6182	Sst
cell_5923	Sst
cell_4032	Lamp5
cell_5564	Sst
cell_4407	L6 IT CTX
cell_4893	Sst
cell_6508	Sst
cell_4274	Sst
cell_6172	Sst
cell_3707	Sst
cell_5794	Lamp5
cell_4300	Sst
cell_3422	Sst
cell_2753	Sst
cell_6369	Sst
cell_2467	Sst
cell_3948	Vip
cell_4432	Sst
cell_1006	Sst
cell_736	Lamp5
cell_301	Lamp5
cell_5947	Sst
cell_842	Sst
cell_4166	Sst
cell_5448	Sst
cell_5233	Sst
cell_6517	Sst
cell_6067	Sst
cell_3745	Sst
cell_3713	Sst
cell_6315	Sst
cell_2739	Sst
cell_5403	Sst
cell_4343	Vip
cell_5112	Sst
cell_7632	Lamp5
cell_2859	Sst
cell_3110	Sst
cell_5136	Lamp5
cell_3834	Sst
cell_5703	Sst
cell_7648	Sst
cell_2472	Sst
cell_1009	Sst
cell_2264	Sst
cell_7837	L6b CTX
cell_4253	Sst
cell_2215	Sst
cell_4491	Lamp5
cell_706	Lamp5
cell_621	Lamp5
cell_4750	Sst
cell_2444	Lamp5
cell_4945	Sst
cell_2137	Sst
cell_4392	Sst
cell_487	Sst
cell_690	Sst
cell_4843	L2/3 IT CTX-1
cell_1745	Sst
cell_1046	Lamp5
cell_5790	Sst
cell_4243	Sst
cell_2784	L6 IT CTX
cell_4020	Sst
cell_3478	Sst
cell_5508	Sst
cell_1863	Lamp5
cell_2489	Lamp5
cell_3281	Lamp5
cell_860	L6 IT CTX
cell_852	Vip
cell_3576	L4/5 IT CTX
cell_3702	L6 IT CTX
cell_3735	L4/5 IT CTX
cell_4599	Lamp5
cell_5845	Lamp5
cell_5738	Lamp5
cell_2242	L6 IT CTX
cell_1588	Vip
cell_4883	L4/5 IT CTX
cell_6289	Sst
cell_4870	Lamp5
cell_2852	Sst
cell_5688	Lamp5
cell_7341	L6 IT CTX
cell_2787	L6 IT CTX
cell_4866	Lamp5
cell_4006	Vip
cell_6161	L6 IT CTX
cell_1091	Lamp5
cell_856	Vip
cell_2462	Vip
cell_2520	L6 IT CTX
cell_1908	L4/5 IT CTX
cell_850	L6 IT CTX
cell_16	L2/3 IT CTX-1
cell_3597	L4/5 IT CTX
cell_4667	Vip
cell_5310	L6 IT CTX
cell_2258	L6 IT CTX
cell_5841	Lamp5
cell_4410	L6 IT CTX
cell_1835	L5 IT CTX
cell_2857	Lamp5
cell_4115	L6 IT CTX
cell_1241	Lamp5
cell_5735	Lamp5
cell_1619	Lamp5
cell_4602	Lamp5
cell_4065	Lamp5
cell_2122	Lamp5
cell_6209	L6 IT CTX
cell_3737	L6 IT CTX
cell_4574	Lamp5
cell_1715	L2/3 IT CTX-1
cell_3334	Sst
cell_4979	Sst
cell_1455	Sst
cell_6042	Sst
cell_4733	Sst
cell_5071	Sst
cell_3742	Sst
cell_6091	Lamp5
cell_5127	Sst
cell_1473	Sst
cell_5540	Lamp5
cell_3073	L5 NP CTX
cell_1309	Sst
cell_1337	Sst
cell_123	Lamp5
cell_6605	Lamp5
cell_3922	Sst
cell_1494	Sst
cell_1347	Lamp5
cell_1352	Sst
cell_1338	Sst
cell_4527	L2/3 IT CTX-1
cell_3470	Lamp5
cell_4882	Sst
cell_29	Lamp5
cell_1328	Sst
cell_7060	Sst
cell_1653	L2/3 IT CTX-1
cell_5137	Sst
cell_1353	L6b CTX
cell_1111	L6 CT CTX
cell_5031	Lamp5
cell_6381	Sst
cell_185	Lamp5
cell_1595	Lamp5
cell_6537	Lamp5
cell_3207	L5 IT CTX
cell_1355	Sst
cell_2109	Sst
cell_1447	Sst
cell_3410	Lamp5
cell_3896	Lamp5
cell_2146	Sst
cell_3734	Sst
cell_286	Lamp5
cell_3343	L2/3 IT CTX-1
cell_3932	Lamp5
cell_1343	L6b CTX
cell_1472	L6b CTX
cell_1540	L6b CTX
cell_1484	L6b CTX
cell_1342	Sst
cell_1164	Sst
cell_3661	Sst
cell_3382	Lamp5
cell_1616	Lamp5
cell_5701	Lamp5
cell_1335	Sst
cell_1457	Sst
cell_1476	Sst
cell_4736	Lamp5
cell_4518	Sst
cell_4874	L5 NP CTX
cell_1450	Sst
cell_3770	Sst
cell_4622	Sst
cell_3102	L6b CTX
cell_6170	Lamp5
cell_4751	Lamp5
cell_1326	Sst
cell_1633	L2/3 IT CTX-1
cell_1778	Lamp5
cell_143	Lamp5
cell_4541	L5 NP CTX
cell_348	Lamp5
cell_5849	L5 NP CTX
cell_1331	Lamp5
cell_5591	Lamp5
cell_5165	Sst
cell_4545	Lamp5
cell_6552	L5 NP CTX
cell_1512	L5 NP CTX
cell_1480	Sst
cell_4929	Sst
cell_1470	Sst
cell_248	Lamp5
cell_5081	Lamp5
cell_2201	L4/5 IT CTX
cell_368	Lamp5
cell_83	Lamp5
cell_1576	Lamp5
cell_3857	Vip
cell_7052	Vip
cell_3807	L4/5 IT CTX
cell_5911	Vip
cell_3726	Sst
cell_4744	Vip
cell_3324	Vip
cell_3618	Vip
cell_4280	Sst
cell_5752	Lamp5
cell_2767	Lamp5
cell_1973	Vip
cell_3669	Vip
cell_5725	Lamp5
cell_2161	Vip
cell_186	Vip
cell_2039	Sst
cell_2167	Sst
cell_6484	Sst
cell_2304	L6 CT CTX
cell_2771	Lamp5
cell_7812	Vip
cell_679	L5 NP CTX
cell_3755	Lamp5
cell_4794	L4/5 IT CTX
cell_4678	Vip
cell_1394	Vip
cell_5163	Lamp5
cell_5501	Vip
cell_4928	L4/5 IT CTX
cell_606	Vip
cell_3114	Vip
cell_4047	Vip
cell_2581	Vip
cell_643	Lamp5
cell_5558	Vip
cell_719	Vip
cell_4909	Lamp5
cell_6094	Sst
cell_5480	L6 IT CTX
cell_321	Vip
cell_5963	Sst
cell_2133	Vip
cell_7066	Sst
cell_3368	Sst
cell_1807	Vip
cell_2089	Vip
cell_5507	Vip
cell_617	Vip
cell_3515	Vip
cell_6034	Vip
cell_493	L4/5 IT CTX
cell_6483	Sst
cell_545	Vip
cell_3970	L6 CT CTX
cell_1527	L5 NP CTX
cell_7373	Lamp5
cell_1300	Vip
cell_2131	Sst
cell_601	Vip
cell_5491	Vip
cell_4796	Sst
cell_4800	Lamp5
cell_6005	Lamp5
cell_1915	Sst
cell_2057	Vip
cell_5024	Vip
cell_604	Vip
cell_5458	Sst
cell_4904	Lamp5
cell_2016	Vip
cell_5940	L4/5 IT CTX
cell_670	Vip
cell_3088	L5 NP CTX
cell_3677	Sst
cell_4386	Vip
cell_717	Sst
cell_431	Vip
cell_3386	Sst
cell_2751	Vip
cell_5493	Vip
cell_2152	Sst
cell_694	Lamp5
cell_4324	Vip
cell_457	Vip
cell_2766	Lamp5
cell_1972	Vip
cell_513	Sst
cell_6008	Sst
cell_5933	Lamp5
cell_2237	Sst
cell_550	Sst
cell_3862	Vip
cell_2196	L2/3 IT CTX-1
cell_4123	L6b CTX
cell_6188	Vip
cell_4895	L4/5 IT CTX
cell_678	L5 NP CTX
cell_1796	L2/3 IT CTX-1
cell_837	Vip
cell_6743	Vip
cell_5647	Vip
cell_3911	L6 IT CTX
cell_4612	L2/3 IT CTX-1
cell_3487	L6 IT CTX
cell_41	Vip
cell_2750	Vip
cell_3859	L5 PT CTX
cell_5898	Vip
cell_1518	L6b CTX
cell_3910	L6 IT CTX
cell_7835	L6b CTX
cell_3380	L2/3 IT CTX-1
cell_3664	L4/5 IT CTX
cell_5768	Vip
cell_1085	Vip
cell_2051	L4/5 IT CTX
cell_3747	L4/5 IT CTX
cell_221	L2/3 IT CTX-1
cell_5699	L2/3 IT CTX-1
cell_312	L4/5 IT CTX
cell_4350	L4/5 IT CTX
cell_3316	Vip
cell_805	Vip
cell_4319	L6 IT CTX
cell_2714	Vip
cell_2226	Vip
cell_4348	L6 IT CTX
cell_3168	L6b CTX
cell_3888	L5 IT CTX
cell_4681	L6b CTX
cell_3412	L4/5 IT CTX
cell_189	L2/3 IT CTX-1
cell_1402	Vip
cell_7068	Vip
cell_3352	Vip
cell_4769	Vip
cell_4346	L6 IT CTX
cell_1403	Vip
cell_4723	L2/3 IT CTX-1
cell_5204	Vip
cell_2338	Vip
cell_1033	Vip
cell_5119	L6 IT CTX
cell_3208	Vip
cell_5824	L2/3 IT CTX-1
cell_4950	L5 NP CTX
cell_5531	Vip
cell_2702	Vip
cell_5040	L6b CTX
cell_3242	Vip
cell_558	Vip
cell_3604	Vip
cell_5567	Vip
cell_4691	L2/3 IT CTX-1
cell_5663	L2/3 IT CTX-1
cell_1522	L6b CTX
cell_3191	L6b CTX
cell_2001	Vip
cell_7822	L6b CTX
cell_1636	Vip
cell_1	Vip
cell_3083	L6b CTX
cell_37	Vip
cell_2733	Vip
cell_4920	L4/5 IT CTX
cell_5506	L6 IT CTX
cell_665	Vip
cell_2471	Vip
cell_1250	Vip
cell_5146	L2/3 IT CTX-1
cell_7075	Vip
cell_2218	L6 IT CTX
cell_2601	L6 CT CTX
cell_293	L6b CTX
cell_781	Vip
cell_4661	Vip
cell_1198	L6b CTX
cell_7073	Vip
cell_4849	L2/3 IT CTX-1
cell_1831	L2/3 IT CTX-1
cell_203	L2/3 IT CTX-1
cell_5685	L2/3 IT CTX-1
cell_4847	L5 IT CTX
cell_585	Vip
cell_6314	L6 CT CTX
cell_4934	L2/3 IT CTX-1
cell_6113	L6 IT CTX
cell_44	L2/3 IT CTX-1
cell_3528	L2/3 IT CTX-1
cell_3079	L6b CTX
cell_4296	Vip
cell_3670	Vip
cell_1621	Vip
cell_7663	Vip
cell_4916	L6 IT CTX
cell_6248	Vip
cell_275	L2/3 IT CTX-1
cell_87	L4/5 IT CTX
cell_5007	Vip
cell_3367	L2/3 IT CTX-1
cell_298	L2/3 IT CTX-1
cell_5020	Lamp5
cell_5238	L5 IT CTX
cell_1020	L6b CTX
cell_7089	L4/5 IT CTX
cell_5573	Vip
cell_1048	L6b CTX
cell_268	Vip
cell_258	Vip
cell_4830	Vip
cell_5818	L5 NP CTX
cell_2295	L5 NP CTX
cell_2570	L6 CT CTX
cell_899	L6 CT CTX
cell_1591	Vip
cell_6525	Lamp5
cell_5449	L5 IT CTX
cell_4414	Sst
cell_4347	L6 IT CTX
cell_1596	L2/3 IT CTX-1
cell_137	L4/5 IT CTX
cell_914	L6 CT CTX
cell_2580	L6b CTX
cell_4668	Vip
cell_6524	Vip
cell_2577	L6b CTX
cell_202	Sst
cell_5232	L6 CT CTX
cell_2291	Sst
cell_1435	L6b CTX
cell_2469	L5 NP CTX
cell_969	Vip
cell_1713	Vip
cell_6522	L5 IT CTX
cell_1574	Vip
cell_2563	L5 NP CTX
cell_3092	L5 NP CTX
cell_232	L2/3 IT CTX-1
cell_379	L2/3 IT CTX-1
cell_3398	Vip
cell_2517	Vip
cell_2294	L6b CTX
cell_255	Vip
cell_4629	Vip
cell_5763	L5 PT CTX
cell_4376	Vip
cell_5608	Vip
cell_6734	L5 NP CTX
cell_3018	L6b CTX
cell_4071	L6 CT CTX
cell_6471	L6b CTX
cell_1679	L2/3 IT CTX-1
cell_1864	L2/3 IT CTX-1
cell_1667	L2/3 IT CTX-1
cell_6766	Sst
cell_2219	L6 CT CTX
cell_1531	L5 NP CTX
cell_5340	L6 CT CTX
cell_6083	Vip
cell_2163	L5 NP CTX
cell_214	L5 PT CTX
cell_847	Vip
cell_35	L2/3 IT CTX-1
cell_227	L2/3 IT CTX-1
cell_6249	Vip
cell_174	Vip
cell_3957	Sst
cell_96	L4/5 IT CTX
cell_3599	Vip
cell_57	Sst
cell_4002	Vip
cell_2791	Sst
cell_1042	Vip
cell_963	Vip
cell_4021	L6 CT CTX
cell_4046	Vip
cell_226	L6b CTX
cell_4167	Vip
cell_1782	Vip
cell_2538	L6b CTX
cell_1026	Vip
cell_5785	L5 NP CTX
cell_305	L2/3 IT CTX-1
cell_1147	L6b CTX
cell_276	Vip
cell_5278	Vip
cell_943	L5 NP CTX
cell_3961	L5 NP CTX
cell_4096	L6b CTX
cell_1333	L6b CTX
cell_2243	Vip
cell_1433	Vip
cell_688	L5 PT CTX
cell_5960	Vip
cell_1584	L2/3 IT CTX-1
cell_362	L4/5 IT CTX
cell_6299	L6b CTX
cell_422	Vip
cell_1856	Vip
cell_5019	Vip
cell_1298	Sst
cell_43	Vip
cell_251	Vip
cell_315	L2/3 IT CTX-1
cell_6521	Lamp5
cell_36	L2/3 IT CTX-1
cell_5279	Vip
cell_39	L2/3 IT CTX-1
cell_5318	L6b CTX
cell_2181	Vip
cell_1247	Sst
cell_5234	Vip
cell_188	Vip
cell_1324	Vip
cell_5787	L5 NP CTX
cell_5786	L5 NP CTX
cell_63	Vip
cell_6108	L2/3 IT CTX-1
cell_1572	Vip
cell_3981	Vip
cell_2642	Sst
cell_1920	Vip
cell_2245	Vip
cell_3960	L6b CTX
cell_1751	Vip
cell_131	L5 PT CTX
cell_1452	Sst
cell_846	L5 NP CTX
cell_224	L2/3 IT CTX-1
cell_285	L2/3 IT CTX-1
cell_356	L5 PT CTX
cell_5653	Vip
cell_4215	Vip
cell_6303	L6 CT CTX
cell_3384	Vip
cell_2262	Vip
cell_6330	Vip
cell_7331	L6 IT CTX
cell_6308	L6 IT CTX
cell_6171	L6 IT CTX
cell_6185	L6 IT CTX
cell_4811	L4/5 IT CTX
cell_7336	L6 IT CTX
cell_4138	L6 IT CTX
cell_3972	L6 IT CTX
cell_5186	L6 IT CTX
cell_4785	L2/3 IT CTX-1
cell_4718	Lamp5
cell_3480	L2/3 IT CTX-1
cell_2463	L6 IT CTX
cell_5214	L6 IT CTX
cell_1897	L4/5 IT CTX
cell_2328	L6 IT CTX
cell_6199	L6 IT CTX
cell_5038	L6 IT CTX
cell_5294	L6 IT CTX
cell_4787	L2/3 IT CTX-1
cell_863	L6 IT CTX
cell_5260	Sst
cell_5259	L6 IT CTX
cell_6233	L6 IT CTX
cell_5123	Sst
cell_3853	L6 IT CTX
cell_5169	L2/3 IT CTX-1
cell_5920	L6 IT CTX
cell_6721	L2/3 IT CTX-1
cell_3449	L2/3 IT CTX-1
cell_4614	L6 IT CTX
cell_3978	L6 IT CTX
cell_5714	L6 IT CTX
cell_2320	L6 IT CTX
cell_3436	L2/3 IT CTX-1
cell_3931	L4/5 IT CTX
cell_6325	L6 IT CTX
cell_5200	L6 IT CTX
cell_5282	L6 IT CTX
cell_3849	L6 IT CTX
cell_819	L6 IT CTX
cell_3377	L2/3 IT CTX-1
cell_4007	L6 IT CTX
cell_5249	L6 IT CTX
cell_6230	Sst
cell_827	L6 IT CTX
cell_4003	L6 IT CTX
cell_5150	L6 IT CTX
cell_6499	L2/3 IT CTX-1
cell_6252	L6 IT CTX
cell_2500	L6 IT CTX
cell_6048	L6 IT CTX
cell_3766	Sst
cell_6021	L6 IT CTX
cell_4601	L2/3 IT CTX-1
cell_5250	Sst
cell_6492	L6 IT CTX
cell_3431	L2/3 IT CTX-1
cell_3565	L4/5 IT CTX
cell_3572	L2/3 IT CTX-1
cell_5712	Lamp5
cell_4578	L6 IT CTX
cell_7640	L6 IT CTX
cell_3847	L6 IT CTX
cell_1904	L2/3 IT CTX-1
cell_2312	L6 IT CTX
cell_2433	L6 IT CTX
cell_2105	Sst
cell_2306	L6 IT CTX
cell_5805	L2/3 IT CTX-1
cell_5697	L2/3 IT CTX-1
cell_4148	L6 IT CTX
cell_7039	L6 IT CTX
cell_3506	L2/3 IT CTX-1
cell_6204	L6 IT CTX
cell_6324	L6 IT CTX
cell_5177	L4/5 IT CTX
cell_4803	L2/3 IT CTX-1
cell_5080	L4/5 IT CTX
cell_3520	L2/3 IT CTX-1
cell_2227	L6 IT CTX
cell_5813	L6b CTX
cell_4369	L6 IT CTX
cell_4553	L2/3 IT CTX-1
cell_6442	L6 IT CTX
cell_6229	L6 IT CTX
cell_6135	L2/3 IT CTX-1
cell_2404	L6 IT CTX
cell_5263	L6 IT CTX
cell_6729	L6b CTX
cell_3992	L6 IT CTX
cell_6351	L6 IT CTX
cell_5189	L6 IT CTX
cell_5702	L2/3 IT CTX-1
cell_2297	L6 IT CTX
cell_4910	L4/5 IT CTX
cell_5284	L6 IT CTX
cell_7062	L2/3 IT CTX-1
cell_5746	L2/3 IT CTX-1
cell_4754	L2/3 IT CTX-1
cell_5830	L2/3 IT CTX-1
cell_5781	L2/3 IT CTX-1
cell_5651	L2/3 IT CTX-1
cell_4658	L2/3 IT CTX-1
cell_5705	L2/3 IT CTX-1
cell_1606	L2/3 IT CTX-1
cell_1879	L2/3 IT CTX-1
cell_1878	L2/3 IT CTX-1
cell_1877	L4/5 IT CTX
cell_4770	L2/3 IT CTX-1
cell_3512	L2/3 IT CTX-1
cell_2113	L4/5 IT CTX
cell_1750	L2/3 IT CTX-1
cell_1666	L2/3 IT CTX-1
cell_3503	L2/3 IT CTX-1
cell_4821	L5 IT CTX
cell_3700	L4/5 IT CTX
cell_5666	L2/3 IT CTX-1
cell_6044	L2/3 IT CTX-1
cell_3339	L2/3 IT CTX-1
cell_5829	L2/3 IT CTX-1
cell_5662	L2/3 IT CTX-1
cell_1841	L6 IT CTX
cell_4587	L2/3 IT CTX-1
cell_365	L4/5 IT CTX
cell_5639	L2/3 IT CTX-1
cell_3539	L6 IT CTX
cell_6713	L6b CTX
cell_5690	L2/3 IT CTX-1
cell_3639	L6 IT CTX
cell_4665	L2/3 IT CTX-1
cell_4711	L2/3 IT CTX-1
cell_1632	L2/3 IT CTX-1
cell_4671	L2/3 IT CTX-1
cell_4793	L2/3 IT CTX-1
cell_5640	L2/3 IT CTX-1
cell_1612	L2/3 IT CTX-1
cell_3546	L2/3 IT CTX-1
cell_5706	L2/3 IT CTX-1
cell_5691	L2/3 IT CTX-1
cell_4570	L2/3 IT CTX-1
cell_3554	L2/3 IT CTX-1
cell_1855	L2/3 IT CTX-1
cell_5700	L2/3 IT CTX-1
cell_5797	L6b CTX
cell_4640	L2/3 IT CTX-1
cell_4649	L2/3 IT CTX-1
cell_6762	L2/3 IT CTX-1
cell_5837	L2/3 IT CTX-1
cell_5726	L2/3 IT CTX-1
cell_4710	L4/5 IT CTX
cell_3587	L2/3 IT CTX-1
cell_3537	L2/3 IT CTX-1
cell_3516	L5 NP CTX
cell_5755	L2/3 IT CTX-1
cell_3545	L4/5 IT CTX
cell_3488	L2/3 IT CTX-1
cell_4759	L2/3 IT CTX-1
cell_4607	L6 CT CTX
cell_4862	L2/3 IT CTX-1
cell_5704	L2/3 IT CTX-1
cell_4792	L2/3 IT CTX-1
cell_4581	L2/3 IT CTX-1
cell_4648	L2/3 IT CTX-1
cell_3486	L6 IT CTX
cell_5803	L2/3 IT CTX-1
cell_1660	L2/3 IT CTX-1
cell_3547	L2/3 IT CTX-1
cell_1615	L2/3 IT CTX-1
cell_6714	L2/3 IT CTX-1
cell_3586	L2/3 IT CTX-1
cell_3438	L2/3 IT CTX-1
cell_3432	L2/3 IT CTX-1
cell_3643	L2/3 IT CTX-1
cell_5909	L4/5 IT CTX
cell_5848	L2/3 IT CTX-1
cell_3360	L2/3 IT CTX-1
cell_3468	L2/3 IT CTX-1
cell_4576	L2/3 IT CTX-1
cell_4873	L2/3 IT CTX-1
cell_4700	L2/3 IT CTX-1
cell_3754	L2/3 IT CTX-1
cell_4756	L2/3 IT CTX-1
cell_3481	L2/3 IT CTX-1
cell_6717	L2/3 IT CTX-1
cell_5676	L2/3 IT CTX-1
cell_1696	L2/3 IT CTX-1
cell_5737	L2/3 IT CTX-1
cell_5822	L2/3 IT CTX-1
cell_4799	L2/3 IT CTX-1
cell_3508	L5 IT CTX
cell_5637	L2/3 IT CTX-1
cell_5695	L2/3 IT CTX-1
cell_3482	L2/3 IT CTX-1
cell_6738	L2/3 IT CTX-1
cell_1608	L2/3 IT CTX-1
cell_4868	L2/3 IT CTX-1
cell_4758	L2/3 IT CTX-1
cell_4560	L2/3 IT CTX-1
cell_5635	L2/3 IT CTX-1
cell_5788	L2/3 IT CTX-1
cell_1670	L2/3 IT CTX-1
cell_6736	L6 IT CTX
cell_3510	L2/3 IT CTX-1
cell_4704	L2/3 IT CTX-1
cell_5798	L2/3 IT CTX-1
cell_4734	L2/3 IT CTX-1
cell_5728	L6 IT CTX
cell_5732	L2/3 IT CTX-1
cell_6723	L2/3 IT CTX-1
cell_1724	L2/3 IT CTX-1
cell_5686	L2/3 IT CTX-1
cell_4688	L6 IT CTX
cell_5789	L2/3 IT CTX-1
cell_4654	L2/3 IT CTX-1
cell_4685	L2/3 IT CTX-1
cell_4669	L2/3 IT CTX-1
cell_4580	L2/3 IT CTX-1
cell_3362	L2/3 IT CTX-1
cell_4637	L2/3 IT CTX-1
cell_4651	L2/3 IT CTX-1
cell_4680	L4/5 IT CTX
cell_5927	L5 IT CTX
cell_4595	L2/3 IT CTX-1
cell_3802	L4/5 IT CTX
cell_6740	L2/3 IT CTX-1
cell_4675	L2/3 IT CTX-1
cell_1722	L2/3 IT CTX-1
cell_3581	L2/3 IT CTX-1
cell_1662	L2/3 IT CTX-1
cell_3396	L2/3 IT CTX-1
cell_1811	L2/3 IT CTX-1
cell_4684	L2/3 IT CTX-1
cell_1654	L2/3 IT CTX-1
cell_6017	L4/5 IT CTX
cell_4647	L6 IT CTX
cell_5776	L2/3 IT CTX-1
cell_4788	L2/3 IT CTX-1
cell_3420	L2/3 IT CTX-1
cell_3580	L2/3 IT CTX-1
cell_5780	L2/3 IT CTX-1
cell_3433	L2/3 IT CTX-1
cell_5731	L2/3 IT CTX-1
cell_1657	L2/3 IT CTX-1
cell_5689	L2/3 IT CTX-1
cell_3674	L2/3 IT CTX-1
cell_3472	L2/3 IT CTX-1
cell_3521	L2/3 IT CTX-1
cell_1656	L2/3 IT CTX-1
cell_3522	L2/3 IT CTX-1
cell_1886	L2/3 IT CTX-1
cell_3541	L2/3 IT CTX-1
cell_6255	L6 IT CTX
cell_4618	L2/3 IT CTX-1
cell_4679	L5 NP CTX
cell_3649	L2/3 IT CTX-1
cell_5733	L2/3 IT CTX-1
cell_2232	L6 IT CTX
cell_5644	L2/3 IT CTX-1
cell_6719	L2/3 IT CTX-1
cell_5782	L2/3 IT CTX-1
cell_3627	L5 IT CTX
cell_5820	L6 IT CTX
cell_4765	L2/3 IT CTX-1
cell_3370	L2/3 IT CTX-1
cell_4584	L2/3 IT CTX-1
cell_3774	L4/5 IT CTX
cell_4689	L2/3 IT CTX-1
cell_4764	L2/3 IT CTX-1
cell_4755	L2/3 IT CTX-1
cell_5843	L2/3 IT CTX-1
cell_3632	L2/3 IT CTX-1
cell_3428	L2/3 IT CTX-1
cell_6007	L5 IT CTX
cell_3366	L2/3 IT CTX-1
